^SPX (Standard & Poors 500 Index),2663.68,175.0299
Apr 06 2020 @ 20:19 ET,Bid,2601.24,Ask,2870.36,Size,1x1,Vol,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
04/17/2020,SPX200417C03285000,0,0,0,0.25,0,0.4138,0.0014,0,1643,3285.000,SPX200417P03285000,0,0,629,638.3,0,0.7665,-0.9409,0.0003,1168
04/17/2020,SPXW200417C03285000,0,0,0,0.25,0,0.4186,0.0018,0,262,3285.000,SPXW200417P03285000,682.76,-137.49,627.5,640.9,3,0.7545,-0.9414,0.0003,65
04/17/2020,SPX200417C03290000,0,0,0.05,0.25,0,0.427,0.0018,0,762,3290.000,SPX200417P03290000,0,0,634,643.3,0,0.7745,-0.9402,0.0003,840
04/17/2020,SPXW200417C03290000,0,0,0,0.15,0,0.4111,0.0014,0,388,3290.000,SPXW200417P03290000,0,0,632.5,645.8,0,0.7568,-0.9422,0.0003,59
04/17/2020,SPX200417C03295000,0,0,0,0.25,0,0.4192,0.0014,0,546,3295.000,SPX200417P03295000,0,0,639,648.2,0,0.774,-0.9417,0.0003,689
04/17/2020,SPXW200417C03295000,0,0,0,0.25,0,0.424,0.0018,0,302,3295.000,SPXW200417P03295000,692.8,-137.5,637.5,650.8,3,0.761,-0.9424,0.0003,102
04/17/2020,SPX200417C03300000,0.09,0.015,0.05,0.1,34,0.422,0.0014,0,18791,3300.000,SPX200417P03300000,0,0,644,653.2,0,0.7819,-0.941,0.0003,14187
04/17/2020,SPXW200417C03300000,0.12,0.045,0,0.15,3,0.4164,0.0014,0,3641,3300.000,SPXW200417P03300000,660.42,-174.88,642.5,655.8,2,0.7698,-0.9415,0.0003,596
04/17/2020,SPX200417C03305000,0.1,0,0,0.25,1,0.4245,0.0014,0,253,3305.000,SPX200417P03305000,0,0,649,658.2,0,0.7861,-0.9413,0.0003,340
04/17/2020,SPXW200417C03305000,0,0,0,0.25,0,0.4293,0.0018,0,433,3305.000,SPXW200417P03305000,0,0,647.6,660.9,0,0.7701,-0.9427,0.0003,153
04/17/2020,SPX200417C03310000,0,0,0.05,0.1,0,0.4131,0.001,0,12394,3310.000,SPX200417P03310000,0,0,654,663.2,0,0.7865,-0.9425,0.0003,255
04/17/2020,SPXW200417C03310000,0.12,0.045,0,0.25,3,0.4214,0.0014,0,313,3310.000,SPXW200417P03310000,0,0,652.6,665.9,0,0.7752,-0.9427,0.0003,149
04/17/2020,SPX200417C03315000,0,0,0,0.25,0,0.4297,0.0014,0,480,3315.000,SPX200417P03315000,0,0,659,668.2,0,0.7906,-0.9427,0.0003,77
04/17/2020,SPXW200417C03315000,0,0,0,0.25,0,0.424,0.0014,0,257,3315.000,SPXW200417P03315000,0,0,657.6,670.9,0,0.7783,-0.9432,0.0003,86
04/17/2020,SPX200417C03320000,0,0,0,0.1,0,0.4316,0.0014,0,1552,3320.000,SPX200417P03320000,0,0,664,673.2,0,0.7948,-0.9429,0.0003,327
04/17/2020,SPXW200417C03320000,0,0,0,0.25,0,0.4266,0.0014,0,394,3320.000,SPXW200417P03320000,0,0,662.6,675.8,0,0.7824,-0.9434,0.0003,77
04/17/2020,SPX200417C03325000,0.1,0.025,0,0.1,33,0.4344,0.0014,0,14982,3325.000,SPX200417P03325000,0,0,669,678.2,0,0.8018,-0.9425,0.0003,10915
04/17/2020,SPXW200417C03325000,0,0,0,0.25,0,0.4155,0.001,0,291,3325.000,SPXW200417P03325000,0,0,667.6,680.8,0,0.7855,-0.9439,0.0003,129
04/17/2020,SPX200417C03330000,0,0,0,0.2,0,0.4375,0.0014,0,1933,3330.000,SPX200417P03330000,0,0,673.7,683,0,0.8069,-0.9425,0.0003,899
04/17/2020,SPXW200417C03330000,0,0,0,0.25,0,0.4318,0.0014,0,321,3330.000,SPXW200417P03330000,0,0,672.6,685.8,0,0.7915,-0.9437,0.0003,168
04/17/2020,SPX200417C03335000,0,0,0,0.2,0,0.4401,0.0014,0,1591,3335.000,SPX200417P03335000,0,0,678.9,688.2,0,0.811,-0.9427,0.0003,651
04/17/2020,SPXW200417C03335000,0,0,0,0.2,0,0.4342,0.0014,0,559,3335.000,SPXW200417P03335000,0,0,677.6,690.9,0,0.7936,-0.9444,0.0003,202
04/17/2020,SPX200417C03340000,0.11,0.035,0,0.1,1,0.4421,0.0013,0,13196,3340.000,SPX200417P03340000,0,0,683.9,693.2,0,0.8151,-0.943,0.0003,585
04/17/2020,SPXW200417C03340000,0.13,0.055,0,0.2,8,0.4368,0.0013,0,2589,3340.000,SPXW200417P03340000,0,0,682.5,695.8,0,0.7976,-0.9446,0.0003,193
04/17/2020,SPX200417C03345000,0.1,0.025,0,0.2,1,0.4453,0.0013,0,799,3345.000,SPX200417P03345000,0,0,688.9,698,0,0.8192,-0.9432,0.0003,326
04/17/2020,SPXW200417C03345000,0,0,0,0.2,0,0.4394,0.0013,0,524,3345.000,SPXW200417P03345000,0,0,687.5,700.8,0,0.8017,-0.9448,0.0003,204
04/17/2020,SPX200417C03350000,0.13,0.055,0,0.1,33,0.4473,0.0013,0,18073,3350.000,SPX200417P03350000,0,0,693.9,703.2,0,0.8224,-0.9436,0.0003,6269
04/17/2020,SPXW200417C03350000,0.08,0.005,0,0.2,8,0.4278,0.0009,0,2851,3350.000,SPXW200417P03350000,742,-142.75,692.5,705.8,1,0.8105,-0.9439,0.0003,330
04/17/2020,SPX200417C03355000,0.08,0.005,0,0.2,15,0.4505,0.0013,0,596,3355.000,SPX200417P03355000,0,0,698.9,708.2,0,0.8264,-0.9439,0.0003,29
04/17/2020,SPXW200417C03355000,0,0,0,0.2,0,0.4445,0.0013,0,226,3355.000,SPXW200417P03355000,0,0,697.5,710.8,0,0.8136,-0.9443,0.0003,80
04/17/2020,SPX200417C03360000,0.1,0.025,0,0.1,1,0.4524,0.0013,0,2121,3360.000,SPX200417P03360000,0,0,703.8,713,0,0.8276,-0.9448,0.0003,318
04/17/2020,SPXW200417C03360000,0,0,0,0.2,0,0.447,0.0013,0,165,3360.000,SPXW200417P03360000,744.76,-149.99,702.5,715.8,1,0.8176,-0.9446,0.0003,88
04/17/2020,SPX200417C03365000,0,0,0,0.2,0,0.4556,0.0013,0,441,3365.000,SPX200417P03365000,0,0,708.9,718.2,0,0.8346,-0.9443,0.0003,147
04/17/2020,SPXW200417C03365000,0,0,0,0.2,0,0.4496,0.0013,0,299,3365.000,SPXW200417P03365000,749.85,-149.9,707.5,720.8,1,0.8196,-0.9452,0.0003,95
04/17/2020,SPX200417C03370000,0,0,0,0.2,0,0.4582,0.0013,0,456,3370.000,SPX200417P03370000,0,0,713.9,723.2,0,0.8386,-0.9445,0.0003,145
04/17/2020,SPXW200417C03370000,0.13,0.055,0,0.2,5,0.4521,0.0013,0,383,3370.000,SPXW200417P03370000,0,0,712.5,725.8,0,0.8236,-0.9454,0.0003,292
04/17/2020,SPX200417C03375000,0.1,0.025,0,0.1,24,0.4603,0.0013,0,22322,3375.000,SPX200417P03375000,0,0,718.7,728,0,0.8426,-0.9448,0.0003,15217
04/17/2020,SPXW200417C03375000,0.1,0,0.05,0.2,6,0.466,0.0017,0,4937,3375.000,SPXW200417P03375000,0,0,717.5,730.8,0,0.8295,-0.9452,0.0003,179
04/17/2020,SPX200417C03380000,0,0,0,0.2,0,0.4633,0.0013,0,2686,3380.000,SPX200417P03380000,0,0,723.9,733.2,0,0.8466,-0.945,0.0003,261
04/17/2020,SPXW200417C03380000,0,0,0,0.2,0,0.4572,0.0013,0,397,3380.000,SPXW200417P03380000,0,0,722.5,735.8,0,0.8285,-0.9466,0.0003,56
04/17/2020,SPX200417C03385000,0,0,0,0.2,0,0.4659,0.0013,0,1198,3385.000,SPX200417P03385000,0,0,728.9,738.2,0,0.8507,-0.9452,0.0003,255
04/17/2020,SPXW200417C03385000,0,0,0.05,0.2,0,0.4712,0.0016,0,246,3385.000,SPXW200417P03385000,0,0,727.5,740.8,0,0.8325,-0.9468,0.0003,61
04/17/2020,SPX200417C03390000,0.11,0.035,0.05,0.2,1,0.4686,0.0013,0,1282,3390.000,SPX200417P03390000,0,0,733.8,743,0,0.8547,-0.9454,0.0003,539
04/17/2020,SPXW200417C03390000,0.15,0.075,0,0.2,10,0.4622,0.0013,0,295,3390.000,SPXW200417P03390000,0,0,732.5,745.8,0,0.8364,-0.947,0.0003,109
04/17/2020,SPX200417C03395000,0.1,0,0.05,0.2,3,0.4827,0.0016,0,388,3395.000,SPX200417P03395000,0,0,738.9,748.2,0,0.8587,-0.9456,0.0003,727
04/17/2020,SPXW200417C03395000,0.08,0.005,0,0.2,5,0.4647,0.0013,0,222,3395.000,SPXW200417P03395000,0,0,737.5,750.8,0,0.8453,-0.946,0.0003,65
04/17/2020,SPX200417C03400000,0.12,0.045,0,0.1,67,0.4731,0.0013,0,22787,3400.000,SPX200417P03400000,0,0,743.9,753,0,0.8636,-0.9456,0.0003,2251
04/17/2020,SPXW200417C03400000,0,0,0,0.2,0,0.4672,0.0013,0,4099,3400.000,SPXW200417P03400000,0,0,742.5,755.8,0,0.8463,-0.9469,0.0003,113
04/17/2020,SPX200417C03405000,0.1,0.025,0,0.25,35,0.4762,0.0013,0,3305,3405.000,SPX200417P03405000,0,0,748.9,758.2,0,0.8676,-0.9458,0.0003,47
04/17/2020,SPXW200417C03405000,0,0,0,0.1,0,0.4549,0.0009,0,418,3405.000,SPXW200417P03405000,0,0,747.5,760.8,0,0.8481,-0.9476,0.0003,65
04/17/2020,SPX200417C03410000,0.1,0.025,0,0.2,20,0.4786,0.0013,0,931,3410.000,SPX200417P03410000,0,0,753.9,763.2,0,0.8716,-0.946,0.0003,71
04/17/2020,SPXW200417C03410000,0,0,0,0.2,0,0.4722,0.0013,0,199,3410.000,SPXW200417P03410000,0,0,752.6,765.9,0,0.852,-0.9478,0.0003,77
04/17/2020,SPX200417C03415000,0.1,0.025,0,0.05,20,0.4822,0.0013,0,1302,3415.000,SPX200417P03415000,0,0,759,768.2,0,0.8715,-0.9471,0.0003,34
04/17/2020,SPXW200417C03415000,0,0,0,0.2,0,0.4747,0.0012,0,270,3415.000,SPXW200417P03415000,0,0,757.6,770.9,0,0.8579,-0.9475,0.0003,112
04/17/2020,SPX200417C03420000,0.1,0.025,0,0.05,10,0.4847,0.0013,0,4063,3420.000,SPX200417P03420000,0,0,764,773.2,0,0.8754,-0.9473,0.0003,24
04/17/2020,SPXW200417C03420000,0,0,0,0.2,0,0.4772,0.0012,0,933,3420.000,SPXW200417P03420000,0,0,762.6,775.8,0,0.8598,-0.9481,0.0003,150
04/17/2020,SPX200417C03425000,0.1,0.025,0,0.2,121,0.4862,0.0012,0,8300,3425.000,SPX200417P03425000,0,0,769,778.2,0,0.8793,-0.9475,0.0003,142
04/17/2020,SPXW200417C03425000,0.1,0.05,0,0.1,20,0.4641,0.0009,0,984,3425.000,SPXW200417P03425000,0,0,767.6,780.8,0,0.8647,-0.9481,0.0003,149
04/17/2020,SPX200417C03430000,0.1,0.025,0,0.2,10,0.4887,0.0012,0,5964,3430.000,SPX200417P03430000,0,0,774,783.2,0,0.8833,-0.9476,0.0003,37
04/17/2020,SPXW200417C03430000,0,0,0,0.2,0,0.4822,0.0012,0,385,3430.000,SPXW200417P03430000,0,0,772.6,785.9,0,0.8695,-0.9481,0.0003,247
04/17/2020,SPX200417C03435000,0.1,0.025,0,0.2,11,0.4912,0.0012,0,1533,3435.000,SPX200417P03435000,0,0,779,788.2,0,0.8872,-0.9478,0.0003,20
04/17/2020,SPXW200417C03435000,0,0,0,0.2,0,0.4847,0.0012,0,409,3435.000,SPXW200417P03435000,0,0,777.6,790.9,0,0.8734,-0.9483,0.0003,161
04/17/2020,SPX200417C03440000,0.1,0.025,0,0.2,11,0.4937,0.0012,0,5510,3440.000,SPX200417P03440000,0,0,784,793.2,0,0.8952,-0.9471,0.0003,596
04/17/2020,SPXW200417C03440000,0,0,0,0.2,0,0.4871,0.0012,0,368,3440.000,SPXW200417P03440000,0,0,782.6,795.9,0,0.8873,-0.9463,0.0003,146
04/17/2020,SPX200417C03445000,0.1,0.025,0,0.2,10,0.4962,0.0012,0,1682,3445.000,SPX200417P03445000,0,0,789,798.2,0,0.899,-0.9473,0.0003,8
04/17/2020,SPXW200417C03445000,0,0,0,0.2,0,0.4896,0.0012,0,639,3445.000,SPXW200417P03445000,0,0,787.5,800.8,0,0.8727,-0.9504,0.0003,86
04/17/2020,SPX200417C03450000,0.07,-0.005,0,0.05,69,0.4998,0.0012,0,41300,3450.000,SPX200417P03450000,0,0,794,803.2,0,0.9029,-0.9475,0.0003,1451
04/17/2020,SPXW200417C03450000,0,0,0,0.2,0,0.492,0.0012,0,1425,3450.000,SPXW200417P03450000,0,0,792.6,805.9,0,0.895,-0.9467,0.0003,21
04/17/2020,SPX200417C03455000,0.1,0.025,0,0.2,26,0.5012,0.0012,0,373,3455.000,SPX200417P03455000,0,0,799,808.2,0,0.9027,-0.9486,0.0003,6
04/17/2020,SPXW200417C03455000,0,0,0,0.2,0,0.4945,0.0012,0,244,3455.000,SPXW200417P03455000,0,0,797.6,810.9,0,0.8803,-0.9508,0.0003,40
04/17/2020,SPX200417C03460000,0.1,0.025,0,0.05,15,0.5032,0.0012,0,2182,3460.000,SPX200417P03460000,0,0,804,813.2,0,0.9065,-0.9487,0.0003,20
04/17/2020,SPXW200417C03460000,0,0,0,0.2,0,0.497,0.0012,0,147,3460.000,SPXW200417P03460000,0,0,802.6,815.9,0,0.8894,-0.9498,0.0003,17
04/17/2020,SPX200417C03465000,0,0,0,0.2,0,0.5061,0.0012,0,1421,3465.000,SPX200417P03465000,0,0,809,818.2,0,0.9104,-0.9489,0.0003,0
04/17/2020,SPXW200417C03465000,0,0,0,0.2,0,0.4994,0.0012,0,214,3465.000,SPXW200417P03465000,0,0,807.6,820.9,0,0.8878,-0.9511,0.0002,64
04/17/2020,SPX200417C03470000,0,0,0,0.2,0,0.5086,0.0012,0,6397,3470.000,SPX200417P03470000,0,0,814,823.2,0,0.9184,-0.9482,0.0003,0
04/17/2020,SPXW200417C03470000,0,0,0,0.2,0,0.4863,0.0008,0,204,3470.000,SPXW200417P03470000,0,0,812.6,825.9,0,0.8916,-0.9513,0.0002,32
04/17/2020,SPX200417C03475000,0.1,0.025,0,0.1,40,0.4956,0.0009,0,15149,3475.000,SPX200417P03475000,0,0,819,828.2,0,0.9223,-0.9484,0.0003,83
04/17/2020,SPXW200417C03475000,0,0,0,0.2,0,0.4887,0.0008,0,806,3475.000,SPXW200417P03475000,0,0,817.6,830.9,0,0.9141,-0.9476,0.0003,0
04/17/2020,SPX200417C03480000,0,0,0,0.2,0,0.5135,0.0012,0,6093,3480.000,SPX200417P03480000,0,0,824,833.2,0,0.9261,-0.9486,0.0003,0
04/17/2020,SPXW200417C03480000,0,0,0,0.2,0,0.491,0.0008,0,2021,3480.000,SPXW200417P03480000,0,0,822.6,835.9,0,0.8958,-0.9523,0.0002,0
04/17/2020,SPX200417C03485000,0,0,0,0.2,0,0.516,0.0012,0,332,3485.000,SPX200417P03485000,0,0,829,838.2,0,0.9257,-0.9496,0.0002,10
04/17/2020,SPXW200417C03485000,0,0,0,0.2,0,0.4934,0.0008,0,308,3485.000,SPXW200417P03485000,0,0,827.6,840.9,0,0.9082,-0.9507,0.0002,50
04/17/2020,SPX200417C03490000,0,0,0,0.2,0,0.5184,0.0012,0,3450,3490.000,SPX200417P03490000,0,0,834,843.2,0,0.9295,-0.9498,0.0002,29
04/17/2020,SPXW200417C03490000,0,0,0,0.2,0,0.4958,0.0008,0,245,3490.000,SPXW200417P03490000,0,0,832.6,845.8,0,0.9065,-0.9519,0.0002,50
04/17/2020,SPX200417C03495000,0,0,0,0.2,0,0.5048,0.0008,0,457,3495.000,SPX200417P03495000,0,0,839,848.2,0,0.9333,-0.9499,0.0002,10
04/17/2020,SPXW200417C03495000,0,0,0,0.2,0,0.4981,0.0008,0,220,3495.000,SPXW200417P03495000,0,0,837.6,850.8,0,0.9103,-0.9521,0.0002,9
04/17/2020,SPX200417C03500000,0,0,0,0.05,0,0.4805,0.0004,0,45329,3500.000,SPX200417P03500000,0,0,844,853.2,0,0.9413,-0.9493,0.0002,48
04/17/2020,SPXW200417C03500000,0,0,0,0.05,0,0.4749,0.0004,0,1232,3500.000,SPXW200417P03500000,0,0,842.6,855.8,0,0.914,-0.9522,0.0002,9
04/17/2020,SPX200417C03505000,0,0,0,0.2,0,0.5096,0.0008,0,572,3505.000,SPX200417P03505000,0,0,849,858.2,0,0.9409,-0.9503,0.0002,18
04/17/2020,SPXW200417C03505000,0,0,0,0.2,0,0.5028,0.0008,0,237,3505.000,SPXW200417P03505000,0,0,847.6,860.8,0,0.9368,-0.9486,0.0002,0
04/17/2020,SPX200417C03510000,0,0,0,0.2,0,0.512,0.0008,0,1132,3510.000,SPX200417P03510000,0,0,854,863.2,0,0.9446,-0.9504,0.0002,22
04/17/2020,SPXW200417C03510000,0,0,0,0.2,0,0.5052,0.0008,0,1569,3510.000,SPXW200417P03510000,0,0,852.5,865.8,0,0.9202,-0.9528,0.0002,0
04/17/2020,SPX200417C03515000,0,0,0,0.2,0,0.5306,0.0011,0,2168,3515.000,SPX200417P03515000,0,0,859,868.2,0,0.9527,-0.9498,0.0002,33
04/17/2020,SPXW200417C03515000,0,0,0,0.2,0,0.5075,0.0008,0,722,3515.000,SPXW200417P03515000,0,0,857.5,870.8,0,0.9228,-0.9532,0.0002,0
04/17/2020,SPX200417C03520000,0,0,0,0.2,0,0.5167,0.0008,0,3136,3520.000,SPX200417P03520000,0,0,863.9,873.2,0,0.9564,-0.9499,0.0002,18
04/17/2020,SPXW200417C03520000,0,0,0,0.05,0,0.4862,0.0004,0,1226,3520.000,SPXW200417P03520000,0,0,862.5,875.8,0,0.9254,-0.9535,0.0002,1
04/17/2020,SPX200417C03525000,0,0,0,0.2,0,0.5191,0.0008,0,3823,3525.000,SPX200417P03525000,0,0,868.9,878.2,0,0.9591,-0.9503,0.0002,58
04/17/2020,SPXW200417C03525000,0,0,0,0.2,0,0.5122,0.0008,0,114,3525.000,SPXW200417P03525000,0,0,867.5,880.8,0,0.9313,-0.9532,0.0002,0
04/17/2020,SPX200417C03530000,0,0,0,0.1,0,0.5217,0.0008,0,18487,3530.000,SPX200417P03530000,0,0,873.9,883.2,0,0.9629,-0.9504,0.0002,0
04/17/2020,SPXW200417C03530000,0,0,0,0.2,0,0.5145,0.0008,0,166,3530.000,SPXW200417P03530000,0,0,872.6,885.9,0,0.9349,-0.9534,0.0002,0
04/17/2020,SPX200417C03535000,0,0,0,0.2,0,0.5238,0.0008,0,184,3535.000,SPX200417P03535000,0,0,878.9,888.2,0,0.9666,-0.9506,0.0002,0
04/17/2020,SPXW200417C03535000,0,0,0,0.2,0,0.5169,0.0008,0,67,3535.000,SPXW200417P03535000,0,0,877.6,890.9,0,0.9374,-0.9537,0.0002,0
04/17/2020,SPX200417C03540000,0,0,0,0.2,0,0.5261,0.0008,0,365,3540.000,SPX200417P03540000,0,0,883.9,893.2,0,0.966,-0.9516,0.0002,0
04/17/2020,SPXW200417C03540000,0,0,0,0.05,0,0.4992,0.0004,0,515,3540.000,SPXW200417P03540000,0,0,882.6,895.9,0,0.9411,-0.9539,0.0002,1
04/17/2020,SPX200417C03545000,0,0,0,0.2,0,0.5285,0.0008,0,204,3545.000,SPX200417P03545000,0,0,888.9,898.2,0,0.9697,-0.9517,0.0002,70
04/17/2020,SPXW200417C03545000,0,0,0,0.2,0,0.5215,0.0008,0,92,3545.000,SPXW200417P03545000,0,0,887.4,900.8,0,0.9536,-0.9524,0.0002,0
04/17/2020,SPX200417C03550000,0,0,0,0.2,0,0.5308,0.0008,0,10115,3550.000,SPX200417P03550000,0,0,893.9,903.1,0,0.9778,-0.9511,0.0002,80
04/17/2020,SPXW200417C03550000,0,0,0,0.2,0,0.5238,0.0008,0,374,3550.000,SPXW200417P03550000,0,0,892.4,905.7,0,0.9594,-0.9521,0.0002,1
04/17/2020,SPX200417C03555000,0,0,0,0.2,0,0.5332,0.0008,0,251,3555.000,SPX200417P03555000,0,0,898.9,908.1,0,0.976,-0.9522,0.0002,3
04/17/2020,SPXW200417C03555000,0,0,0,0.2,0,0.5261,0.0008,0,58,3555.000,SPXW200417P03555000,0,0,897.4,910.7,0,0.9717,-0.9506,0.0002,0
04/17/2020,SPX200417C03560000,0,0,0,0.2,0,0.5355,0.0008,0,160,3560.000,SPX200417P03560000,0,0,903.9,913.1,0,0.9841,-0.9516,0.0002,0
04/17/2020,SPXW200417C03560000,0,0,0,0.2,0,0.5284,0.0008,0,125,3560.000,SPXW200417P03560000,0,0,902.5,915.8,0,0.9556,-0.9545,0.0002,0
04/17/2020,SPX200417C03565000,0,0,0,0.2,0,0.5378,0.0008,0,123,3565.000,SPX200417P03565000,0,0,908.9,918.1,0,0.9834,-0.9525,0.0002,0
04/17/2020,SPXW200417C03565000,0,0,0,0.2,0,0.5307,0.0008,0,55,3565.000,SPXW200417P03565000,0,0,907.5,920.8,0,0.9648,-0.9536,0.0002,0
04/17/2020,SPX200417C03570000,0,0,0,0.1,0,0.5403,0.0008,0,1018,3570.000,SPX200417P03570000,0,0,913.9,923.1,0,0.987,-0.9527,0.0002,0
04/17/2020,SPXW200417C03570000,0,0,0,0.2,0,0.533,0.0008,0,50,3570.000,SPXW200417P03570000,0,0,912.5,925.7,0,0.9627,-0.9547,0.0002,0
04/17/2020,SPX200417C03575000,0,0,0,0.1,0,0.5426,0.0008,0,2108,3575.000,SPX200417P03575000,0,0,918.9,928.1,0,0.9906,-0.9528,0.0002,0
04/17/2020,SPXW200417C03575000,0,0,0,0.2,0,0.5353,0.0008,0,73,3575.000,SPXW200417P03575000,948.78,-160.97,917.5,930.7,50,0.9652,-0.9551,0.0002,65
04/17/2020,SPX200417C03580000,0,0,0,0.2,0,0.5448,0.0008,0,334,3580.000,SPX200417P03580000,0,0,923.6,932.9,0,0.9987,-0.9521,0.0002,0
04/17/2020,SPXW200417C03580000,0,0,0,0.2,0,0.5376,0.0008,0,435,3580.000,SPXW200417P03580000,0,0,922.5,935.7,0,0.9687,-0.9552,0.0002,1
04/17/2020,SPX200417C03585000,0,0,0,0.2,0,0.5471,0.0008,0,50,3585.000,SPX200417P03585000,0,0,928.9,938.1,0,0.9979,-0.9531,0.0002,0
04/17/2020,SPXW200417C03585000,0,0,0,0.2,0,0.5399,0.0008,0,4,3585.000,SPXW200417P03585000,0,0,927.5,940.7,0,0.97,-0.9558,0.0002,0
04/17/2020,SPX200417C03590000,0,0,0,0.2,0,0.5494,0.0008,0,235,3590.000,SPX200417P03590000,0,0,933.6,942.9,0,1.006,-0.9524,0.0002,0
04/17/2020,SPXW200417C03590000,0,0,0,0.2,0,0.5421,0.0008,0,21,3590.000,SPXW200417P03590000,0,0,932.5,945.7,0,0.9735,-0.9559,0.0002,0
04/17/2020,SPX200417C03595000,0,0,0,0.2,0,0.5517,0.0008,0,49,3595.000,SPX200417P03595000,0,0,938.7,947.9,0,1.0097,-0.9526,0.0002,0
04/17/2020,SPXW200417C03595000,0,0,0,0.15,0,0.544,0.0008,0,1,3595.000,SPXW200417P03595000,0,0,937.5,950.8,0,0.9782,-0.9558,0.0002,0
04/17/2020,SPX200417C03600000,0.05,0.025,0,0.05,3,0.5253,0.0004,0,2083,3600.000,SPX200417P03600000,0,0,943.8,953.1,0,1.0133,-0.9527,0.0002,0
04/17/2020,SPXW200417C03600000,0,0,0,0.2,0,0.5467,0.0008,0,95,3600.000,SPXW200417P03600000,973.99,-160.66,942.4,955.7,50,0.9818,-0.956,0.0002,66
04/17/2020,SPX200417C03605000,0,0,0,0.2,0,0.5563,0.0008,0,64,3605.000,SPX200417P03605000,0,0,948.6,957.9,0,1.0169,-0.9528,0.0002,10
04/17/2020,SPXW200417C03605000,0,0,0,0.2,0,0.549,0.0008,0,8,3605.000,SPXW200417P03605000,0,0,947.5,960.8,0,0.9853,-0.9561,0.0002,0
04/17/2020,SPX200417C03610000,0,0,0,0.2,0,0.5586,0.0008,0,92,3610.000,SPX200417P03610000,0,0,953.8,962.9,0,1.0205,-0.953,0.0002,0
04/17/2020,SPXW200417C03610000,0,0,0,0.2,0,0.5512,0.0008,0,21,3610.000,SPXW200417P03610000,0,0,952.5,965.8,0,1.0003,-0.9542,0.0002,0
04/17/2020,SPX200417C03615000,0,0,0,0.2,0,0.5609,0.0008,0,147,3615.000,SPX200417P03615000,0,0,958.7,967.9,0,1.0241,-0.9531,0.0002,0
04/17/2020,SPXW200417C03615000,0,0,0,0.2,0,0.5535,0.0008,0,2,3615.000,SPXW200417P03615000,0,0,957.5,970.7,0,0.9935,-0.9561,0.0002,0
04/17/2020,SPX200417C03620000,0,0,0,0.2,0,0.5632,0.0008,0,349,3620.000,SPX200417P03620000,0,0,963.9,973.1,0,1.0277,-0.9532,0.0002,0
04/17/2020,SPXW200417C03620000,0,0,0,0.2,0,0.5557,0.0008,0,1,3620.000,SPXW200417P03620000,0,0,962.5,975.7,0,0.997,-0.9563,0.0002,0
04/17/2020,SPX200417C03625000,0,0,0,0.2,0,0.5655,0.0008,0,255,3625.000,SPX200417P03625000,0,0,968.6,977.9,0,1.0313,-0.9534,0.0002,0
04/17/2020,SPXW200417C03625000,0,0,0,0.15,0,0.5576,0.0007,0,30,3625.000,SPXW200417P03625000,0,0,967.5,980.7,0,1.0221,-0.9526,0.0002,0
04/17/2020,SPX200417C03630000,0,0,0,0.2,0,0.5678,0.0007,0,80,3630.000,SPX200417P03630000,0,0,973.9,983.1,0,1.0337,-0.9537,0.0002,0
04/17/2020,SPXW200417C03630000,0,0,0,0.15,0,0.5598,0.0007,0,25,3630.000,SPXW200417P03630000,0,0,972.5,985.7,0,1.004,-0.9565,0.0002,0
04/17/2020,SPX200417C03635000,0,0,0,0.2,0,0.57,0.0007,0,67,3635.000,SPX200417P03635000,0,0,978.9,988.1,0,1.0339,-0.9544,0.0002,0
04/17/2020,SPXW200417C03635000,0,0,0,0.15,0,0.5621,0.0007,0,41,3635.000,SPXW200417P03635000,0,0,977.5,990.7,0,1.0075,-0.9566,0.0002,0
04/17/2020,SPX200417C03640000,0,0,0,0.2,0,0.5723,0.0007,0,141,3640.000,SPX200417P03640000,0,0,983.9,993.1,0,1.0409,-0.954,0.0002,0
04/17/2020,SPXW200417C03640000,0,0,0,0.15,0,0.5643,0.0007,0,1,3640.000,SPXW200417P03640000,0,0,982.4,995.7,0,1.011,-0.9567,0.0002,0
04/17/2020,SPX200417C03650000,0,0,0,0.1,0,0.5766,0.0007,0,4511,3650.000,SPX200417P03650000,0,0,993.9,1003.1,0,1.0479,-0.9542,0.0002,0
04/17/2020,SPXW200417C03650000,0,0,0,0.15,0,0.5687,0.0007,0,39,3650.000,SPXW200417P03650000,0,0,992.5,1005.7,0,1.0179,-0.957,0.0002,0
04/17/2020,SPX200417C03660000,0,0,0,0.2,0,0.5814,0.0007,0,126,3660.000,SPX200417P03660000,0,0,1003.9,1013.1,0,1.0516,-0.9551,0.0002,0
04/17/2020,SPXW200417C03660000,0,0,0,0.15,0,0.5732,0.0007,0,0,3660.000,SPXW200417P03660000,0,0,1002.5,1015.7,0,1.0467,-0.9535,0.0002,0
04/17/2020,SPX200417C03670000,0,0,0,0.2,0,0.5859,0.0007,0,85,3670.000,SPX200417P03670000,0,0,1013.9,1023.1,0,1.0586,-0.9553,0.0002,0
04/17/2020,SPXW200417C03670000,0,0,0,0.15,0,0.5776,0.0007,0,1,3670.000,SPXW200417P03670000,0,0,1012.5,1025.7,0,1.0293,-0.9579,0.0002,0
